attack,defense,height,hidden_ability,hp,main_ability,name,national,sp_attack,sp_defense,species,speed,total_stats,types,weight
117,70,1.0 m (3′03″),Unnerve,66,"Rivalry,Mold Breaker",Fraxure,611,40,50,Axe Jaw Pokémon,67,410,Dragon,36.0 kg (79.4 lbs)
147,90,1.8 m (5′11″),Unnerve,76,"Rivalry,Mold Breaker",Haxorus,612,60,70,Axe Jaw Pokémon,97,540,Dragon,105.5 kg (232.6 lbs)
70,40,0.5 m (1′08″),Rattled,55,"Snow Cloak,Slush Rush",Cubchoo,613,60,40,Chill Pokémon,40,305,Ice,8.5 kg (18.7 lbs)
130,80,2.6 m (8′06″),Swift Swim,95,"Snow Cloak,Slush Rush",Beartic,614,70,80,Freezing Pokémon,50,505,Ice,260.0 kg (573.2 lbs)
50,50,1.1 m (3′07″),,80,Levitate,Cryogonal,615,95,135,Crystallizing Pokémon,105,515,Ice,148.0 kg (326.3 lbs)
40,85,0.4 m (1′04″),Overcoat,50,"Hydration,Shell Armor",Shelmet,616,40,65,Snail Pokémon,25,305,Bug,7.7 kg (17.0 lbs)
70,40,0.8 m (2′07″),Unburden,80,"Hydration,Sticky Hold",Accelgor,617,100,60,Shell Out Pokémon,145,495,Bug,25.3 kg (55.8 lbs)
66,84,"0.7 m (2′04″),0.7 m (2′04″)",Sand Veil,109,"Static,Limber,Mimicry",Stunfisk,618,81,99,"Trap Pokémon,Trap Pokémon",32,471,"Ground,Electric,Ground,Steel","11.0 kg (24.3 lbs),20.5 kg (45.2 lbs)"
85,50,0.9 m (2′11″),Reckless,45,"Inner Focus,Regenerator",Mienfoo,619,55,50,Martial Arts Pokémon,65,350,Fighting,20.0 kg (44.1 lbs)
125,60,1.4 m (4′07″),Reckless,65,"Inner Focus,Regenerator",Mienshao,620,95,60,Martial Arts Pokémon,105,510,Fighting,35.5 kg (78.3 lbs)
120,90,1.6 m (5′03″),Mold Breaker,77,"Rough Skin,Sheer Force",Druddigon,621,60,90,Cave Pokémon,48,485,Dragon,139.0 kg (306.4 lbs)
74,50,1.0 m (3′03″),No Guard,59,"Iron Fist,Klutz",Golett,622,35,50,Automaton Pokémon,35,303,"Ground,Ghost",92.0 kg (202.8 lbs)
124,80,2.8 m (9′02″),No Guard,89,"Iron Fist,Klutz",Golurk,623,55,80,Automaton Pokémon,55,483,"Ground,Ghost",330.0 kg (727.5 lbs)
85,70,0.5 m (1′08″),Pressure,45,"Defiant,Inner Focus",Pawniard,624,40,40,Sharp Blade Pokémon,60,340,"Dark,Steel",10.2 kg (22.5 lbs)
125,100,1.6 m (5′03″),Pressure,65,"Defiant,Inner Focus",Bisharp,625,60,70,Sword Blade Pokémon,70,490,"Dark,Steel",70.0 kg (154.3 lbs)
110,95,1.6 m (5′03″),Soundproof,95,"Reckless,Sap Sipper",Bouffalant,626,40,95,Bash Buffalo Pokémon,55,490,Normal,94.6 kg (208.6 lbs)
83,50,0.5 m (1′08″),Hustle,70,"Keen Eye,Sheer Force",Rufflet,627,37,50,Eaglet Pokémon,60,350,"Normal,Flying",10.5 kg (23.1 lbs)
123,75,1.5 m (4′11″),Defiant,100,"Keen Eye,Sheer Force",Braviary,628,57,75,Valiant Pokémon,80,510,"Normal,Flying",41.0 kg (90.4 lbs)
55,75,0.5 m (1′08″),Weak Armor,70,"Big Pecks,Overcoat",Vullaby,629,45,65,Diapered Pokémon,60,370,"Dark,Flying",9.0 kg (19.8 lbs)
65,105,1.2 m (3′11″),Weak Armor,110,"Big Pecks,Overcoat",Mandibuzz,630,55,95,Bone Vulture Pokémon,80,510,"Dark,Flying",39.5 kg (87.1 lbs)
97,66,1.4 m (4′07″),White Smoke,85,"Gluttony,Flash Fire",Heatmor,631,105,66,Anteater Pokémon,65,484,Fire,58.0 kg (127.9 lbs)
109,112,0.3 m (1′00″),Truant,58,"Swarm,Hustle",Durant,632,48,48,Iron Ant Pokémon,109,484,"Bug,Steel",33.0 kg (72.8 lbs)
65,50,0.8 m (2′07″),,52,Hustle,Deino,633,45,50,Irate Pokémon,38,300,"Dark,Dragon",17.3 kg (38.1 lbs)
85,70,1.4 m (4′07″),,72,Hustle,Zweilous,634,65,70,Hostile Pokémon,58,420,"Dark,Dragon",50.0 kg (110.2 lbs)
105,90,1.8 m (5′11″),,92,Levitate,Hydreigon,635,125,90,Brutal Pokémon,98,600,"Dark,Dragon",160.0 kg (352.7 lbs)
85,55,1.1 m (3′07″),Swarm,55,Flame Body,Larvesta,636,50,55,Torch Pokémon,60,360,"Bug,Fire",28.8 kg (63.5 lbs)
60,65,1.6 m (5′03″),Swarm,85,Flame Body,Volcarona,637,135,105,Sun Pokémon,100,550,"Bug,Fire",46.0 kg (101.4 lbs)
90,129,2.1 m (6′11″),,91,Justified,Cobalion,638,90,72,Iron Will Pokémon,108,580,"Steel,Fighting",250.0 kg (551.2 lbs)
129,90,1.9 m (6′03″),,91,Justified,Terrakion,639,72,90,Cavern Pokémon,108,580,"Rock,Fighting",260.0 kg (573.2 lbs)
90,72,2.0 m (6′07″),,91,Justified,Virizion,640,90,129,Grassland Pokémon,108,580,"Grass,Fighting",200.0 kg (440.9 lbs)
115,70,"1.5 m (4′11″),1.4 m (4′07″)",Defiant,79,"Prankster,Regenerator",Tornadus,641,125,80,"Cyclone Pokémon,Cyclone Pokémon",111,580,"Flying,Flying","63.0 kg (138.9 lbs),63.0 kg (138.9 lbs)"
115,70,"1.5 m (4′11″),3.0 m (9′10″)",Defiant,79,"Prankster,Volt Absorb",Thundurus,642,125,80,"Bolt Strike Pokémon,Bolt Strike Pokémon",111,580,"Electric,Flying,Electric,Flying","61.0 kg (134.5 lbs),61.0 kg (134.5 lbs)"
120,100,3.2 m (10′06″),,100,Turboblaze,Reshiram,643,150,120,Vast White Pokémon,90,680,"Dragon,Fire",330.0 kg (727.5 lbs)
150,120,2.9 m (9′06″),,100,Teravolt,Zekrom,644,120,100,Deep Black Pokémon,90,680,"Dragon,Electric",345.0 kg (760.6 lbs)
125,90,"1.5 m (4′11″),1.3 m (4′03″)",Sheer Force,89,"Sand Force,Intimidate",Landorus,645,115,80,"Abundance Pokémon,Abundance Pokémon",101,600,"Ground,Flying,Ground,Flying","68.0 kg (149.9 lbs),68.0 kg (149.9 lbs)"
130,90,"3.0 m (9′10″),3.3 m (10′10″),3.6 m (11′10″)",,125,"Pressure,Teravolt,Turboblaze",Kyurem,646,130,90,"Boundary Pokémon,Boundary Pokémon,Boundary Pokémon",95,660,"Dragon,Ice,Dragon,Ice,Dragon,Ice","325.0 kg (716.5 lbs),325.0 kg (716.5 lbs),325.0 kg (716.5 lbs)"
72,90,"1.4 m (4′07″),1.4 m (4′07″)",,91,"Justified,Justified",Keldeo,647,129,90,"Colt Pokémon,Colt Pokémon",108,580,"Water,Fighting,Water,Fighting","48.5 kg (106.9 lbs),48.5 kg (106.9 lbs)"
77,77,"0.6 m (2′00″),0.6 m (2′00″)",,100,"Serene Grace,Serene Grace",Meloetta,648,128,128,"Melody Pokémon,Melody Pokémon",90,600,"Normal,Psychic,Normal,Fighting","6.5 kg (14.3 lbs),6.5 kg (14.3 lbs)"
120,95,1.5 m (4′11″),,71,Download,Genesect,649,120,95,Paleozoic Pokémon,99,600,"Bug,Steel",82.5 kg (181.9 lbs)
61,65,0.4 m (1′04″),Bulletproof,56,Overgrow,Chespin,650,48,45,Spiny Nut Pokémon,38,313,Grass,9.0 kg (19.8 lbs)
78,95,0.7 m (2′04″),Bulletproof,61,Overgrow,Quilladin,651,56,58,Spiny Armor Pokémon,57,405,Grass,29.0 kg (63.9 lbs)
107,122,1.6 m (5′03″),Bulletproof,88,Overgrow,Chesnaught,652,74,75,Spiny Armor Pokémon,64,530,"Grass,Fighting",90.0 kg (198.4 lbs)
45,40,0.4 m (1′04″),Magician,40,Blaze,Fennekin,653,62,60,Fox Pokémon,60,307,Fire,9.4 kg (20.7 lbs)
59,58,1.0 m (3′03″),Magician,59,Blaze,Braixen,654,90,70,Fox Pokémon,73,409,Fire,14.5 kg (32.0 lbs)
69,72,1.5 m (4′11″),Magician,75,Blaze,Delphox,655,114,100,Fox Pokémon,104,534,"Fire,Psychic",39.0 kg (86.0 lbs)
56,40,0.3 m (1′00″),Protean,41,Torrent,Froakie,656,62,44,Bubble Frog Pokémon,71,314,Water,7.0 kg (15.4 lbs)
63,52,0.6 m (2′00″),Protean,54,Torrent,Frogadier,657,83,56,Bubble Frog Pokémon,97,405,Water,10.9 kg (24.0 lbs)
95,67,"1.5 m (4′11″),1.5 m (4′11″)",Protean,72,"Torrent,Battle Bond",Greninja,658,103,71,"Ninja Pokémon,Ninja Pokémon",122,530,"Water,Dark,Water,Dark","40.0 kg (88.2 lbs),40.0 kg (88.2 lbs)"
36,38,0.4 m (1′04″),Huge Power,38,"Pickup,Cheek Pouch",Bunnelby,659,32,36,Digging Pokémon,57,237,Normal,5.0 kg (11.0 lbs)
56,77,1.0 m (3′03″),Huge Power,85,"Pickup,Cheek Pouch",Diggersby,660,50,77,Digging Pokémon,78,423,"Normal,Ground",42.4 kg (93.5 lbs)
50,43,0.3 m (1′00″),Gale Wings,45,Big Pecks,Fletchling,661,40,38,Tiny Robin Pokémon,62,278,"Normal,Flying",1.7 kg (3.7 lbs)
73,55,0.7 m (2′04″),Gale Wings,62,Flame Body,Fletchinder,662,56,52,Ember Pokémon,84,382,"Fire,Flying",16.0 kg (35.3 lbs)
81,71,1.2 m (3′11″),Gale Wings,78,Flame Body,Talonflame,663,74,69,Scorching Pokémon,126,499,"Fire,Flying",24.5 kg (54.0 lbs)
35,40,0.3 m (1′00″),Friend Guard,38,"Shield Dust,Compound Eyes",Scatterbug,664,27,25,Scatterdust Pokémon,35,200,Bug,2.5 kg (5.5 lbs)
22,60,0.3 m (1′00″),Friend Guard,45,Shed Skin,Spewpa,665,27,30,Scatterdust Pokémon,29,213,Bug,8.4 kg (18.5 lbs)
52,50,1.2 m (3′11″),Friend Guard,80,"Shield Dust,Compound Eyes",Vivillon,666,90,50,Scale Pokémon,89,411,"Bug,Flying",17.0 kg (37.5 lbs)
50,58,0.6 m (2′00″),Moxie,62,"Rivalry,Unnerve",Litleo,667,73,54,Lion Cub Pokémon,72,369,"Fire,Normal",13.5 kg (29.8 lbs)
68,72,1.5 m (4′11″),Moxie,86,"Rivalry,Unnerve",Pyroar,668,109,66,Royal Pokémon,106,507,"Fire,Normal",81.5 kg (179.7 lbs)
38,39,0.1 m (0′04″),Symbiosis,44,Flower Veil,Flabébé,669,61,79,Single Bloom Pokémon,42,303,Fairy,0.1 kg (0.2 lbs)
45,47,0.2 m (0′08″),Symbiosis,54,Flower Veil,Floette,670,75,98,Single Bloom Pokémon,52,371,Fairy,0.9 kg (2.0 lbs)
65,68,1.1 m (3′07″),Symbiosis,78,Flower Veil,Florges,671,112,154,Garden Pokémon,75,552,Fairy,10.0 kg (22.0 lbs)
65,48,0.9 m (2′11″),Grass Pelt,66,Sap Sipper,Skiddo,672,62,57,Mount Pokémon,52,350,Grass,31.0 kg (68.3 lbs)
100,62,1.7 m (5′07″),Grass Pelt,123,Sap Sipper,Gogoat,673,97,81,Mount Pokémon,68,531,Grass,91.0 kg (200.6 lbs)
82,62,0.6 m (2′00″),Scrappy,67,"Iron Fist,Mold Breaker",Pancham,674,46,48,Playful Pokémon,43,348,Fighting,8.0 kg (17.6 lbs)
124,78,2.1 m (6′11″),Scrappy,95,"Iron Fist,Mold Breaker",Pangoro,675,69,71,Daunting Pokémon,58,495,"Fighting,Dark",136.0 kg (299.8 lbs)
80,60,1.2 m (3′11″),,75,Fur Coat,Furfrou,676,65,90,Poodle Pokémon,102,472,Normal,28.0 kg (61.7 lbs)
48,54,0.3 m (1′00″),Own Tempo,62,"Keen Eye,Infiltrator",Espurr,677,63,60,Restraint Pokémon,68,355,Psychic,3.5 kg (7.7 lbs)
48,76,"0.6 m (2′00″),0.6 m (2′00″)","Prankster,Competitive",74,"Keen Eye,Infiltrator,Keen Eye,Infiltrator",Meowstic,678,83,81,"Constraint Pokémon,Constraint Pokémon",104,466,"Psychic,Psychic","8.5 kg (18.7 lbs),8.5 kg (18.7 lbs)"
80,100,0.8 m (2′07″),,45,No Guard,Honedge,679,35,37,Sword Pokémon,28,325,"Steel,Ghost",2.0 kg (4.4 lbs)
110,150,0.8 m (2′07″),,59,No Guard,Doublade,680,45,49,Sword Pokémon,35,448,"Steel,Ghost",4.5 kg (9.9 lbs)
150,50,"1.7 m (5′07″),1.7 m (5′07″)",,60,"Stance Change,Stance Change",Aegislash,681,150,50,"Royal Sword Pokémon,Royal Sword Pokémon",60,520,"Steel,Ghost,Steel,Ghost","53.0 kg (116.8 lbs),53.0 kg (116.8 lbs)"
52,60,0.2 m (0′08″),Aroma Veil,78,Healer,Spritzee,682,63,65,Perfume Pokémon,23,341,Fairy,0.5 kg (1.1 lbs)
72,72,0.8 m (2′07″),Aroma Veil,101,Healer,Aromatisse,683,99,89,Fragrance Pokémon,29,462,Fairy,15.5 kg (34.2 lbs)
48,66,0.4 m (1′04″),Unburden,62,Sweet Veil,Swirlix,684,59,57,Cotton Candy Pokémon,49,341,Fairy,3.5 kg (7.7 lbs)
80,86,0.8 m (2′07″),Unburden,82,Sweet Veil,Slurpuff,685,85,75,Meringue Pokémon,72,480,Fairy,5.0 kg (11.0 lbs)
54,53,0.4 m (1′04″),Infiltrator,53,"Contrary,Suction Cups",Inkay,686,37,46,Revolving Pokémon,45,288,"Dark,Psychic",3.5 kg (7.7 lbs)
92,88,1.5 m (4′11″),Infiltrator,86,"Contrary,Suction Cups",Malamar,687,68,75,Overturning Pokémon,73,482,"Dark,Psychic",47.0 kg (103.6 lbs)
52,67,0.5 m (1′08″),Pickpocket,42,"Sniper,Tough Claws",Binacle,688,39,56,Two-Handed Pokémon,50,306,"Rock,Water",31.0 kg (68.3 lbs)
105,115,1.3 m (4′03″),Pickpocket,72,"Sniper,Tough Claws",Barbaracle,689,54,86,Collective Pokémon,68,500,"Rock,Water",96.0 kg (211.6 lbs)
60,60,0.5 m (1′08″),Adaptability,50,"Poison Point,Poison Touch",Skrelp,690,60,60,Mock Kelp Pokémon,30,320,"Poison,Water",7.3 kg (16.1 lbs)
75,90,1.8 m (5′11″),Adaptability,65,"Poison Point,Poison Touch",Dragalge,691,97,123,Mock Kelp Pokémon,44,494,"Poison,Dragon",81.5 kg (179.7 lbs)
53,62,0.5 m (1′08″),,50,Mega Launcher,Clauncher,692,58,63,Water Gun Pokémon,44,330,Water,8.3 kg (18.3 lbs)
73,88,1.3 m (4′03″),,71,Mega Launcher,Clawitzer,693,120,89,Howitzer Pokémon,59,500,Water,35.3 kg (77.8 lbs)
38,33,0.5 m (1′08″),Solar Power,44,"Dry Skin,Sand Veil",Helioptile,694,61,43,Generator Pokémon,70,289,"Electric,Normal",6.0 kg (13.2 lbs)
55,52,1.0 m (3′03″),Solar Power,62,"Dry Skin,Sand Veil",Heliolisk,695,109,94,Generator Pokémon,109,481,"Electric,Normal",21.0 kg (46.3 lbs)
89,77,0.8 m (2′07″),Sturdy,58,Strong Jaw,Tyrunt,696,45,45,Royal Heir Pokémon,48,362,"Rock,Dragon",26.0 kg (57.3 lbs)
121,119,2.5 m (8′02″),Rock Head,82,Strong Jaw,Tyrantrum,697,69,59,Despot Pokémon,71,521,"Rock,Dragon",270.0 kg (595.2 lbs)
59,50,1.3 m (4′03″),Snow Warning,77,Refrigerate,Amaura,698,67,63,Tundra Pokémon,46,362,"Rock,Ice",25.2 kg (55.6 lbs)
77,72,2.7 m (8′10″),Snow Warning,123,Refrigerate,Aurorus,699,99,92,Tundra Pokémon,58,521,"Rock,Ice",225.0 kg (496.0 lbs)
65,65,1.0 m (3′03″),Pixilate,95,Cute Charm,Sylveon,700,110,130,Intertwining Pokémon,60,525,Fairy,23.5 kg (51.8 lbs)
92,75,0.8 m (2′07″),Mold Breaker,78,"Limber,Unburden",Hawlucha,701,74,63,Wrestling Pokémon,118,500,"Fighting,Flying",21.5 kg (47.4 lbs)
58,57,0.2 m (0′08″),Plus,67,"Cheek Pouch,Pickup",Dedenne,702,81,67,Antenna Pokémon,101,431,"Electric,Fairy",2.2 kg (4.9 lbs)
50,150,0.3 m (1′00″),Sturdy,50,Clear Body,Carbink,703,50,150,Jewel Pokémon,50,500,"Rock,Fairy",5.7 kg (12.6 lbs)
50,35,0.3 m (1′00″),Gooey,45,"Sap Sipper,Hydration",Goomy,704,55,75,Soft Tissue Pokémon,40,300,Dragon,2.8 kg (6.2 lbs)
75,53,0.8 m (2′07″),Gooey,68,"Sap Sipper,Hydration",Sliggoo,705,83,113,Soft Tissue Pokémon,60,452,Dragon,17.5 kg (38.6 lbs)
100,70,2.0 m (6′07″),Gooey,90,"Sap Sipper,Hydration",Goodra,706,110,150,Dragon Pokémon,80,600,Dragon,150.5 kg (331.8 lbs)
80,91,0.2 m (0′08″),Magician,57,Prankster,Klefki,707,80,87,Key Ring Pokémon,75,470,"Steel,Fairy",3.0 kg (6.6 lbs)
70,48,0.4 m (1′04″),Harvest,43,"Natural Cure,Frisk",Phantump,708,50,60,Stump Pokémon,38,309,"Ghost,Grass",7.0 kg (15.4 lbs)
110,76,1.5 m (4′11″),Harvest,85,"Natural Cure,Frisk",Trevenant,709,65,82,Elder Tree Pokémon,56,474,"Ghost,Grass",71.0 kg (156.5 lbs)
66,70,"0.4 m (1′04″),0.3 m (1′00″),0.5 m (1′08″),0.8 m (2′07″)","Insomnia,Insomnia,Insomnia,Insomnia",49,"Pickup,Frisk,Pickup,Frisk,Pickup,Frisk,Pickup,Frisk",Pumpkaboo,710,44,55,"Pumpkin Pokémon,Pumpkin Pokémon,Pumpkin Pokémon,Pumpkin Pokémon",51,335,"Ghost,Grass,Ghost,Grass,Ghost,Grass,Ghost,Grass","5.0 kg (11.0 lbs),3.5 kg (7.7 lbs),7.5 kg (16.5 lbs),15.0 kg (33.1 lbs)"
90,122,"0.9 m (2′11″),0.7 m (2′04″),1.1 m (3′07″),1.7 m (5′07″)","Insomnia,Insomnia,Insomnia,Insomnia",65,"Pickup,Frisk,Pickup,Frisk,Pickup,Frisk,Pickup,Frisk",Gourgeist,711,58,75,"Pumpkin Pokémon,Pumpkin Pokémon,Pumpkin Pokémon,Pumpkin Pokémon",84,494,"Ghost,Grass,Ghost,Grass,Ghost,Grass,Ghost,Grass","12.5 kg (27.6 lbs),9.5 kg (20.9 lbs),14.0 kg (30.9 lbs),39.0 kg (86.0 lbs)"
69,85,1.0 m (3′03″),Sturdy,55,"Own Tempo,Ice Body",Bergmite,712,32,35,Ice Chunk Pokémon,28,304,Ice,99.5 kg (219.4 lbs)
117,184,2.0 m (6′07″),Sturdy,95,"Own Tempo,Ice Body",Avalugg,713,44,46,Iceberg Pokémon,28,514,Ice,505.0 kg (1113.3 lbs)
30,35,0.5 m (1′08″),Telepathy,40,"Frisk,Infiltrator",Noibat,714,45,40,Sound Wave Pokémon,55,245,"Flying,Dragon",8.0 kg (17.6 lbs)
70,80,1.5 m (4′11″),Telepathy,85,"Frisk,Infiltrator",Noivern,715,97,80,Sound Wave Pokémon,123,535,"Flying,Dragon",85.0 kg (187.4 lbs)
131,95,3.0 m (9′10″),,126,Fairy Aura,Xerneas,716,131,98,Life Pokémon,99,680,Fairy,215.0 kg (474.0 lbs)
131,95,5.8 m (19′00″),,126,Dark Aura,Yveltal,717,131,98,Destruction Pokémon,99,680,"Dark,Flying",203.0 kg (447.5 lbs)
100,121,"5.0 m (16′05″),1.2 m (3′11″),4.5 m (14′09″)",,108,"Aura Break,Power Construct,Aura Break,Power Construct,Power Construct",Zygarde,718,81,95,"Order Pokémon,Order Pokémon,Order Pokémon",95,600,"Dragon,Ground,Dragon,Ground,Dragon,Ground","305.0 kg (672.4 lbs),33.5 kg (73.9 lbs),610.0 kg (1344.8 lbs)"
100,150,"0.7 m (2′04″),1.1 m (3′07″)",,50,"Clear Body,Magic Bounce",Diancie,719,100,150,"Jewel Pokémon,Jewel Pokémon",50,600,"Rock,Fairy,Rock,Fairy","8.8 kg (19.4 lbs),27.8 kg (61.3 lbs)"
110,60,"0.5 m (1′08″),6.5 m (21′04″)",,80,"Magician,Magician",Hoopa,720,150,130,"Mischief Pokémon,Djinn Pokémon",70,600,"Psychic,Ghost,Psychic,Dark","9.0 kg (19.8 lbs),490.0 kg (1080.3 lbs)"
110,120,1.7 m (5′07″),,80,Water Absorb,Volcanion,721,130,90,Steam Pokémon,70,600,"Fire,Water",195.0 kg (429.9 lbs)
55,55,0.3 m (1′00″),Long Reach,68,Overgrow,Rowlet,722,50,50,Grass Quill Pokémon,42,320,"Grass,Flying",1.5 kg (3.3 lbs)
75,75,0.7 m (2′04″),Long Reach,78,Overgrow,Dartrix,723,70,70,Blade Quill Pokémon,52,420,"Grass,Flying",16.0 kg (35.3 lbs)
107,75,1.6 m (5′03″),Long Reach,78,Overgrow,Decidueye,724,100,100,Arrow Quill Pokémon,70,530,"Grass,Ghost",36.6 kg (80.7 lbs)
65,40,0.4 m (1′04″),Intimidate,45,Blaze,Litten,725,60,40,Fire Cat Pokémon,70,320,Fire,4.3 kg (9.5 lbs)
85,50,0.7 m (2′04″),Intimidate,65,Blaze,Torracat,726,80,50,Fire Cat Pokémon,90,420,Fire,25.0 kg (55.1 lbs)
115,90,1.8 m (5′11″),Intimidate,95,Blaze,Incineroar,727,80,90,Heel Pokémon,60,530,"Fire,Dark",83.0 kg (183.0 lbs)
54,54,0.4 m (1′04″),Liquid Voice,50,Torrent,Popplio,728,66,56,Sea Lion Pokémon,40,320,Water,7.5 kg (16.5 lbs)
69,69,0.6 m (2′00″),Liquid Voice,60,Torrent,Brionne,729,91,81,Pop Star Pokémon,50,420,Water,17.5 kg (38.6 lbs)
74,74,1.8 m (5′11″),Liquid Voice,80,Torrent,Primarina,730,126,116,Soloist Pokémon,60,530,"Water,Fairy",44.0 kg (97.0 lbs)
75,30,0.3 m (1′00″),Pickup,35,"Keen Eye,Skill Link",Pikipek,731,30,30,Woodpecker Pokémon,65,265,"Normal,Flying",1.2 kg (2.6 lbs)
85,50,0.6 m (2′00″),Pickup,55,"Keen Eye,Skill Link",Trumbeak,732,40,50,Bugle Beak Pokémon,75,355,"Normal,Flying",14.8 kg (32.6 lbs)
120,75,1.1 m (3′07″),Sheer Force,80,"Keen Eye,Skill Link",Toucannon,733,75,75,Cannon Pokémon,60,485,"Normal,Flying",26.0 kg (57.3 lbs)
70,30,0.4 m (1′04″),Adaptability,48,"Strong Jaw,Stakeout",Yungoos,734,30,30,Loitering Pokémon,45,253,Normal,6.0 kg (13.2 lbs)
110,60,0.7 m (2′04″),Adaptability,88,"Strong Jaw,Stakeout",Gumshoos,735,55,60,Stakeout Pokémon,45,418,Normal,14.2 kg (31.3 lbs)
62,45,0.4 m (1′04″),,47,Swarm,Grubbin,736,55,45,Larva Pokémon,46,300,Bug,4.4 kg (9.7 lbs)
82,95,0.5 m (1′08″),,57,Battery,Charjabug,737,55,75,Battery Pokémon,36,400,"Bug,Electric",10.5 kg (23.1 lbs)
70,90,1.5 m (4′11″),,77,Levitate,Vikavolt,738,145,75,Stag Beetle Pokémon,43,500,"Bug,Electric",45.0 kg (99.2 lbs)
82,57,0.6 m (2′00″),Anger Point,47,"Hyper Cutter,Iron Fist",Crabrawler,739,42,47,Boxing Pokémon,63,338,Fighting,7.0 kg (15.4 lbs)
132,77,1.7 m (5′07″),Anger Point,97,"Hyper Cutter,Iron Fist",Crabominable,740,62,67,Woolly Crab Pokémon,43,478,"Fighting,Ice",180.0 kg (396.8 lbs)
70,70,"0.6 m (2′00″),0.6 m (2′00″),0.6 m (2′00″),0.6 m (2′00″)",,75,"Dancer,Dancer,Dancer,Dancer",Oricorio,741,98,70,"Dancing Pokémon,Dancing Pokémon,Dancing Pokémon,Dancing Pokémon",93,476,"Fire,Flying,Electric,Flying,Psychic,Flying,Ghost,Flying","3.4 kg (7.5 lbs),3.4 kg (7.5 lbs),3.4 kg (7.5 lbs),3.4 kg (7.5 lbs)"
45,40,0.1 m (0′04″),Sweet Veil,40,"Honey Gather,Shield Dust",Cutiefly,742,55,40,Bee Fly Pokémon,84,304,"Bug,Fairy",0.2 kg (0.4 lbs)
55,60,0.2 m (0′08″),Sweet Veil,60,"Honey Gather,Shield Dust",Ribombee,743,95,70,Bee Fly Pokémon,124,464,"Bug,Fairy",0.5 kg (1.1 lbs)
65,40,"0.5 m (1′08″),0.5 m (1′08″)",Steadfast,45,"Keen Eye,Vital Spirit,Own Tempo",Rockruff,744,30,40,"Puppy Pokémon,Puppy Pokémon",60,280,"Rock,Rock","9.2 kg (20.3 lbs),9.2 kg (20.3 lbs)"
115,65,"0.8 m (2′07″),1.1 m (3′07″),0.8 m (2′07″)","Steadfast,No Guard",75,"Keen Eye,Sand Rush,Keen Eye,Vital Spirit,Tough Claws",Lycanroc,745,55,65,"Wolf Pokémon,Wolf Pokémon,Wolf Pokémon",112,487,"Rock,Rock,Rock","25.0 kg (55.1 lbs),25.0 kg (55.1 lbs),25.0 kg (55.1 lbs)"
20,20,"0.2 m (0′08″),8.2 m (26′11″)",,45,"Schooling,Schooling",Wishiwashi,746,25,25,"Small Fry Pokémon,Small Fry Pokémon",40,175,"Water,Water","0.3 kg (0.7 lbs),78.6 kg (173.3 lbs)"
53,62,0.4 m (1′04″),Regenerator,50,"Merciless,Limber",Mareanie,747,43,52,Brutal Star Pokémon,45,305,"Poison,Water",8.0 kg (17.6 lbs)
63,152,0.7 m (2′04″),Regenerator,50,"Merciless,Limber",Toxapex,748,53,142,Brutal Star Pokémon,35,495,"Poison,Water",14.5 kg (32.0 lbs)
100,70,1.0 m (3′03″),Inner Focus,70,"Own Tempo,Stamina",Mudbray,749,45,55,Donkey Pokémon,45,385,Ground,110.0 kg (242.5 lbs)
125,100,2.5 m (8′02″),Inner Focus,100,"Own Tempo,Stamina",Mudsdale,750,55,85,Draft Horse Pokémon,35,500,Ground,920.0 kg (2028.3 lbs)
40,52,0.3 m (1′00″),Water Absorb,38,Water Bubble,Dewpider,751,40,72,Water Bubble Pokémon,27,269,"Water,Bug",4.0 kg (8.8 lbs)
70,92,1.8 m (5′11″),Water Absorb,68,Water Bubble,Araquanid,752,50,132,Water Bubble Pokémon,42,454,"Water,Bug",82.0 kg (180.8 lbs)
55,35,0.3 m (1′00″),Contrary,40,Leaf Guard,Fomantis,753,50,35,Sickle Grass Pokémon,35,250,Grass,1.5 kg (3.3 lbs)
105,90,0.9 m (2′11″),Contrary,70,Leaf Guard,Lurantis,754,80,90,Bloom Sickle Pokémon,45,480,Grass,18.5 kg (40.8 lbs)
35,55,0.2 m (0′08″),Rain Dish,40,"Illuminate,Effect Spore",Morelull,755,65,75,Illuminating Pokémon,15,285,"Grass,Fairy",1.5 kg (3.3 lbs)
45,80,1.0 m (3′03″),Rain Dish,60,"Illuminate,Effect Spore",Shiinotic,756,90,100,Illuminating Pokémon,30,405,"Grass,Fairy",11.5 kg (25.4 lbs)
44,40,0.6 m (2′00″),Oblivious,48,Corrosion,Salandit,757,71,40,Toxic Lizard Pokémon,77,320,"Poison,Fire",4.8 kg (10.6 lbs)
64,60,1.2 m (3′11″),Oblivious,68,Corrosion,Salazzle,758,111,60,Toxic Lizard Pokémon,117,480,"Poison,Fire",22.2 kg (48.9 lbs)
75,50,0.5 m (1′08″),Cute Charm,70,"Fluffy,Klutz",Stufful,759,45,50,Flailing Pokémon,50,340,"Normal,Fighting",6.8 kg (15.0 lbs)
125,80,2.1 m (6′11″),Unnerve,120,"Fluffy,Klutz",Bewear,760,55,60,Strong Arm Pokémon,60,500,"Normal,Fighting",135.0 kg (297.6 lbs)
